age,income,credit_score,loan_amount,approved
63,79700,630,25441,1
28,74326,340,48474,0
30,23986,560,1645,0
53,63675,561,18041,1
51,87321,686,38824,0
32,36268,600,49563,0
29,39017,529,35314,0
57,85084,411,41169,1
29,59848,662,33645,0
68,71244,475,19628,1
38,60582,707,7167,1
50,34033,665,8919,0
52,62765,709,35017,0
60,31555,476,25937,1
43,47631,773,44521,1
31,70400,738,28891,0
40,48902,348,44659,0
39,21725,581,39833,1
56,71853,766,11018,0
46,60039,768,45892,1
30,82564,510,7916,1
44,81055,426,19794,0
33,96080,616,29787,1
66,28173,595,46626,0
54,58856,318,44189,1
49,65506,590,38478,0
56,25388,446,49844,1
27,43923,388,46342,0
50,76228,539,38144,0
37,26876,733,19026,1
68,38172,395,9894,0
33,51664,481,46620,1
44,87235,492,39436,0
51,75830,437,49998,0
47,96878,669,40904,0
41,25749,792,12818,0
64,78552,544,39274,0
21,30734,704,11798,1
35,21594,447,34849,0
23,35238,669,10449,0
26,70990,415,19391,0
34,65819,601,32302,0
58,48248,821,40166,1
53,60676,420,19455,1
58,22902,526,11853,0
28,67434,378,15184,0
46,27405,645,32915,1
35,59815,439,39709,0
34,38723,835,29570,0
68,24521,588,9314,1
40,69651,628,29945,0
68,29036,729,16614,0
39,84140,399,21647,0
53,29252,306,23853,0
56,74797,470,48837,0
44,71833,562,39524,0
30,62380,671,44589,1
54,78093,843,25945,0
56,99414,796,38136,1
67,30139,358,12242,1
56,78389,634,27047,1
36,90126,329,19554,0
35,70378,559,3300,1
38,22973,845,21275,1
27,35388,436,37888,1
67,34495,615,21011,1
42,67773,759,2501,1
52,73867,707,3559,1
63,48943,482,25442,1
39,99871,546,25619,1
60,42703,328,10647,1
21,56070,609,20896,1
55,53563,478,14936,0
25,39193,804,36113,0
32,36850,676,26577,0
32,32727,577,21130,1
41,96477,782,2162,1
39,75460,575,20627,0
29,35218,592,23035,0
63,69120,427,2151,1
69,48444,606,3664,0
68,89187,372,22155,1
56,43519,672,27284,0
62,70107,733,22305,0
67,44281,361,8576,1
52,39793,343,12132,1
55,54687,669,9738,1
51,39316,822,14910,0
52,76927,360,46601,1
57,93915,782,15471,1
52,66554,479,11945,1
63,20207,321,20385,0
57,20073,814,31808,0
59,44427,648,5652,0
58,60329,523,17630,1
50,96347,836,26083,0
52,94777,605,38005,0
65,90505,602,26834,1
22,60472,655,38423,0
31,25889,568,14553,1
40,46457,314,26842,0
57,60787,817,7796,0
29,28706,552,27400,1
58,58687,384,18646,0
69,31520,462,37019,0
39,20279,536,22795,1
60,84305,381,16410,0
27,74007,701,13975,0
25,45131,447,10897,1
67,60229,736,45447,0
62,20290,454,5579,1
44,57648,428,29074,0
68,31065,418,7882,0
61,35402,569,23532,0
27,44107,715,46451,0
31,33029,309,9658,0
29,39935,709,42918,0
69,88811,522,42191,0
50,80033,477,43748,1
61,25257,476,16522,1
23,44658,843,40295,1
42,77991,325,15194,0
60,75914,496,23043,0
40,65999,709,36168,0
52,21757,364,20374,0
68,41339,777,48907,0
27,42846,695,33866,1
27,47915,783,25432,0
40,64617,482,35678,0
45,65170,563,43186,1
65,96880,326,2187,0
55,53493,550,42246,0
64,52079,807,35786,1
44,53875,427,38531,1
60,49558,715,13352,0
33,31017,718,11398,0
68,40732,719,35931,1
59,77238,528,33666,0
24,79839,843,4111,0
32,43457,378,14963,1
37,20824,355,48051,1
21,51573,353,46914,1
37,34467,713,27906,0
22,95462,772,27300,1
26,43876,831,25434,0
64,36734,501,6741,1
31,41586,522,5944,0
63,50659,428,35456,1
38,82257,629,12869,1
60,64245,740,17009,1
45,45410,427,27489,0
59,27894,440,21626,0
48,72154,769,37931,0
66,22509,460,19190,1
36,88208,748,4574,1
32,89694,814,17992,1
61,84450,688,48538,0
49,82190,823,7156,0
43,84980,588,42680,0
41,73273,788,17442,1
36,93343,326,31714,1
68,51171,668,25005,1
61,44525,312,18976,1
65,46513,665,5789,1
46,25797,422,35599,1
57,27746,553,16709,1
42,89474,660,12363,0
30,44316,485,49414,0
27,77077,619,42228,0
29,54362,733,34264,0
45,36334,599,38943,0
66,97093,829,46357,1
35,48880,317,1769,1
33,64257,775,44829,1
62,29673,305,1591,0
66,82346,486,49587,0
46,89915,342,24323,1
41,68613,549,43628,0
43,52721,496,47608,0
64,55950,502,46203,0
48,40829,488,20928,1
58,80495,772,38457,0
32,93107,572,18813,0
44,48363,389,39708,1
33,67068,569,37519,0
60,62733,419,18326,1
68,25613,539,28644,0
22,46606,564,17841,1
59,36595,490,46264,0
32,21274,582,22037,1
59,57030,763,45399,0
34,75119,389,31137,1
50,93311,658,40706,0
61,52279,679,31259,0
63,74690,466,43268,1
68,99477,503,14317,0
39,64423,425,10363,0
51,55253,764,38860,0
63,43638,644,35634,0
63,89906,725,17017,0
45,39782,839,44622,1
24,42639,510,26010,0
33,57655,565,40913,0
56,42829,566,9568,1
62,20332,553,21997,0
57,61986,487,45308,0
23,72385,329,46887,0
36,38616,604,8943,0
46,73109,752,24313,0
60,25282,329,30077,1
59,41524,460,4781,0
39,27744,722,40542,0
66,25697,646,36682,1
35,88905,521,27274,0
52,42826,487,38164,1
69,31545,724,38367,0
41,26553,848,8477,0
21,75982,810,27808,1
26,69316,505,2103,1
47,30183,670,12466,0
43,29931,773,44055,0
67,48835,691,26044,1
51,92833,778,33022,0
32,40599,808,22685,1
41,69515,356,24101,0
22,29761,366,12961,1
25,28061,327,32660,1
29,20368,531,18107,1
40,73101,406,18232,0
66,75015,436,43462,1
38,25304,677,4059,0
42,75689,690,15767,1
28,68544,375,11911,1
54,48806,754,49519,0
29,71244,644,38937,0
27,78859,758,8560,1
50,84412,662,12897,1
38,20594,442,37164,0
47,37829,444,36244,0
36,40006,668,31412,1
41,53533,727,21632,0
25,42424,552,23878,1
49,47792,447,49865,0
67,59204,426,10168,0
57,80994,651,44576,1
63,41015,420,7297,0
42,45209,673,33083,0
34,41140,640,22509,0
39,77802,330,28231,1
55,76057,644,12744,1
44,79816,503,44475,1
62,95408,671,47395,0
26,67764,711,24562,0
23,91889,527,4630,1
54,22751,331,21394,0
65,66379,645,10894,0
22,30363,496,8578,1
35,39227,593,41871,0
57,94019,421,3529,0
35,49092,674,29717,0
52,69008,315,6705,1
41,81622,737,1062,1
37,48918,648,29839,0
54,84599,509,9871,0
52,86185,459,40003,0
67,67175,584,29572,0
43,61729,351,24829,0
55,52034,380,22448,0
57,86039,680,47796,1
63,45203,651,37130,1
61,34996,584,25602,0
57,52602,789,10662,0
53,73014,686,38924,0
45,47935,734,28634,1
66,50425,343,45542,1
57,82534,806,38529,0
60,65216,469,44618,0
41,99632,374,31601,1
66,54942,307,27515,1
68,23527,774,39256,0
58,33993,471,46577,0
60,50224,736,34309,0
54,25423,750,18994,0
39,47113,794,45687,1
47,63246,758,26990,0
29,79567,484,37981,1
25,46833,466,22398,0
25,34307,606,35343,1
45,35928,576,17384,0
46,66268,389,29972,1
39,80924,518,7918,1
50,46571,740,17680,1
56,94361,697,11563,0
68,75254,770,20969,0
68,44372,709,10488,0
36,69652,583,48591,1
27,67415,530,18800,0
38,21563,320,6770,1
41,40459,575,26899,1
51,70326,778,15930,0
21,71136,646,27039,0
23,36903,471,33525,1
51,62877,842,17462,0
45,54096,308,49558,1
28,43580,843,33711,0
21,34134,501,16904,1
27,61892,479,36457,0
27,43902,838,37865,0
28,46117,813,2083,0
39,70683,682,29051,1
37,69775,693,48225,1
31,22766,545,16441,0
67,73799,724,37564,0
61,71979,603,48682,0
69,89951,415,27768,0
31,49741,416,43981,0
58,86202,731,20395,0
61,31300,424,34952,1
22,46360,332,2249,0
24,25605,772,48916,1
48,70661,734,17565,0
53,64349,322,24967,1
31,78959,381,10530,1
23,75371,502,17903,0
60,57473,406,40281,0
25,36294,373,33699,0
41,93092,655,41718,1
42,24683,500,7782,0
57,53076,661,2694,1
31,40746,770,38439,0
64,91712,684,13292,1
42,42567,318,34961,0
61,98509,420,20817,0
33,59647,434,26372,0
23,36094,554,43893,0
33,42794,663,26779,1
48,22000,633,21660,0
31,28858,844,38900,0
31,85287,305,30627,0
41,54452,433,10007,0
41,82846,521,44934,0
27,58385,567,48139,0
37,26782,431,27138,0
68,25116,351,3276,0
34,61405,554,15974,1
53,24383,608,22600,1
31,77176,648,3652,0
33,45657,569,10306,0
21,42170,704,37611,0
54,33081,458,34482,0
29,89287,468,16576,0
33,66620,570,11359,0
57,27785,776,13420,0
50,32564,698,17434,1
61,42479,640,26153,1
65,77183,306,36879,0
57,97373,323,2996,0
67,96935,619,42591,0
27,47359,836,36322,1
34,34492,755,40398,0
68,37396,717,46264,0
26,48259,782,18374,1
54,83742,385,20833,1
36,80594,802,29874,1
57,93490,663,28144,0
56,78596,336,15602,1
66,60302,585,36718,0
26,73529,806,15052,1
28,22668,487,38917,1
44,42917,429,31300,0
23,52284,603,1470,1
24,65050,835,23860,1
52,46003,548,32861,1
21,86413,526,36275,1
54,35433,783,13204,0
65,53221,623,49378,0
29,73756,307,39371,1
32,59113,355,16732,0
30,32378,573,32497,0
30,81672,396,12835,0
64,32946,397,32510,1
68,72210,510,49413,1
43,72008,332,45151,1
26,29103,576,48387,1
44,84882,743,32894,0
44,20440,726,14252,1
41,87647,429,1413,0
62,56868,595,13488,1
51,58983,778,49737,1
67,56236,409,31063,0
61,59241,619,41985,1
50,35907,477,1379,1
54,41650,693,49464,0
38,32031,543,26505,1
32,68867,413,43563,0
55,75644,415,16617,0
27,24460,848,18199,0
61,51135,437,11821,1
60,28714,708,29151,1
45,45281,588,5552,1
26,87295,828,18303,1
21,85785,579,18228,0
66,74148,476,16690,1
36,57112,541,37455,0
68,78718,841,30469,1
24,26591,681,22975,1
49,46402,380,44937,1
58,93244,312,35454,0
67,64438,743,39354,0
48,26482,437,3809,1
42,64953,492,44383,1
28,93986,639,6037,1
52,94875,690,5925,1
53,51254,779,21021,0
33,41426,837,42313,0
47,76608,536,16082,1
38,25143,754,30497,1
38,89683,849,21373,1
33,67814,609,7913,0
42,87883,787,6424,0
34,67448,667,19316,1
31,74653,468,45450,0
59,71393,472,2556,1
42,40012,518,17967,0
56,67539,717,18564,1
37,34720,613,24789,0
52,45430,511,15152,0
34,33683,437,25116,1
62,77063,537,4778,0
49,61198,616,21850,0
26,26535,310,10066,0
24,83402,700,42050,1
31,26156,502,42337,1
65,84896,826,31685,0
60,57404,815,7543,0
30,62276,480,48963,0
48,38688,730,35486,1
31,20107,712,42419,1
55,54372,842,18435,0
35,71060,628,47714,1
28,85199,483,44067,0
40,93457,430,35803,1
41,44942,574,46428,0
21,43547,670,15580,0
49,76853,755,11093,1
44,47485,324,48747,0
50,72746,687,40522,1
60,22921,608,8590,1
55,84770,478,11820,1
53,21740,505,32985,1
40,88354,304,48132,0
36,77795,605,29408,1
29,26140,477,25222,0
51,73568,614,12019,0
37,81880,430,17483,1
51,80853,524,14150,1
68,45460,605,15346,0
43,26993,609,14229,1
26,69894,390,17029,1
50,74741,561,18351,0
27,27005,737,28914,0
68,93164,821,42142,0
60,46615,417,9296,0
62,38946,742,20973,1
66,70412,658,10233,0
31,98004,473,30542,0
54,81849,761,2318,1
32,33199,695,5429,1
65,50901,529,40870,1
67,99975,456,42614,1
47,43823,633,47385,0
32,22334,604,7324,1
33,68200,598,48651,1
28,86138,642,39616,0
36,85196,818,23536,1
49,68437,312,32548,1
55,35034,682,8268,0
49,50613,474,21119,1
51,96360,702,16203,0
33,91392,755,47780,0
32,32159,567,2889,1
22,39685,639,3250,1
53,22301,326,21095,0
28,43479,558,26378,1
61,76993,434,5443,1
60,34073,606,22875,1
69,23566,780,11856,0
61,42937,316,6662,1
52,71628,689,22091,0
58,85263,717,15560,0
48,99596,348,41078,1
35,81914,360,9550,0
43,84075,613,44262,0
44,27120,445,6105,0
33,51636,795,46594,0
41,38773,305,22058,0
32,38214,504,10754,0
33,82508,549,25479,0
59,84178,644,16033,0
43,41213,731,28799,0
66,49712,643,31278,1
63,61555,716,34648,0
48,77534,832,34767,0
34,88998,786,35982,0
37,84950,354,27418,1
44,35856,476,11751,0
54,75070,767,38383,0
68,97917,794,14912,1
42,78462,820,6185,0
30,40151,417,27157,0
28,88391,688,29497,1
41,92039,717,34240,1
57,99860,501,46519,1
27,34129,444,42678,1
46,66998,480,15278,0
33,40530,335,28339,1
36,45381,335,12615,0
50,91560,696,41642,1
51,62760,831,42856,0
25,38291,529,21279,0
52,99128,510,4882,0
36,53904,769,25316,1
67,40515,305,37310,1
29,20622,758,11402,0
42,27245,693,13608,1
64,83532,458,40851,0
60,84439,445,25569,1
65,58191,651,30779,1
57,86951,346,9399,0
34,24158,835,20940,0
36,44122,409,30218,0
63,78882,786,34316,1
40,86660,516,2600,1
64,78238,403,12937,1
35,78899,638,9212,0
64,38834,582,23297,0
46,26490,833,11253,1
29,61746,327,27769,1
21,29167,846,22335,1
55,90465,814,43530,1
64,89824,721,31144,0
40,39330,804,40157,0
65,95927,553,15574,0
26,48453,539,30674,0
62,34263,540,31223,0
30,47855,501,17956,0
68,56843,434,3551,1
53,89203,777,10062,0
36,99278,772,21837,0
56,94332,725,24060,1
26,38920,653,1983,1
39,21232,666,6145,1
51,97515,384,20630,0
22,44311,456,11598,0
38,95489,636,20880,1
62,50767,490,9427,1
48,76565,798,38723,1
24,81110,320,36091,0
21,40954,791,23396,1
67,79868,436,34382,1
62,27424,535,33208,0
36,91898,302,4313,0
65,35839,322,17273,1
67,90074,440,32972,0
22,66730,337,5677,1
56,26644,461,33162,1
21,43778,521,22735,0
59,51488,709,37321,1
43,24350,319,4511,0
46,20069,401,15948,1
31,51174,786,33069,1
62,45153,606,6091,0
21,27169,356,42857,1
31,89620,439,18231,1
44,33068,773,25359,1
30,33138,416,47931,0
34,93856,437,42690,0
34,21506,620,40725,1
27,32280,567,1910,0
43,50865,735,47055,0
63,34111,350,39729,1
42,55935,619,45517,1
56,87015,830,41446,1
47,25523,637,28866,0
22,94452,323,38008,1
59,73349,581,25149,0
66,26917,335,43982,0
39,87585,799,19445,1
27,56553,843,9816,1
32,93193,557,7890,1
23,61730,637,5507,0
67,82273,476,6880,0
25,40679,796,30685,1
28,40505,729,15407,0
34,62977,792,29551,0
56,81541,567,23300,1
27,76967,746,49424,0
27,33642,539,24744,1
66,83859,416,9044,0
52,77540,705,40989,1
28,53782,565,8368,1
32,28212,605,27375,1
30,37448,718,42347,1
34,38283,316,6844,1
29,70118,311,30560,0
58,45089,814,33616,0
50,56342,382,11943,1
25,20040,682,29912,0
21,59749,383,45601,1
21,69414,812,19472,1
40,84172,808,38369,1
69,61992,471,12816,1
31,54587,790,21694,0
46,69279,565,27227,1
64,51363,758,43966,1
23,32812,307,32930,0
26,49428,444,21865,0
63,44321,434,13042,1
65,29085,720,31747,0
31,88342,367,22755,1
28,43460,553,37738,0
49,58455,699,29872,0
30,80157,655,28871,1
54,77078,549,33492,0
44,70939,463,31189,1
66,30440,566,41009,0
68,63368,683,45683,0
37,69131,684,21477,1
52,22179,564,23699,0
31,25665,836,7583,1
54,23390,323,39076,1
44,28359,671,45683,0
25,94600,426,1520,0
49,21781,473,31666,1
68,75018,317,17620,0
68,92619,750,5972,0
54,45972,362,4212,1
36,37985,451,41582,0
45,78794,773,35443,1
57,76485,806,30608,0
28,85013,307,27906,0
49,92778,523,26307,1
66,97064,499,1063,0
45,60621,432,21791,0
62,69394,838,39467,1
43,79992,681,29947,1
54,92441,490,11147,1
23,90174,530,4010,0
50,73797,622,28740,1
54,77746,351,11352,1
52,51369,636,27692,0
49,70605,632,12838,0
29,45572,734,11594,0
22,56939,773,4894,0
59,42866,806,1558,0
27,76060,707,40379,1
66,41953,678,39616,0
25,67141,504,38215,0
28,23501,657,28251,1
52,86722,548,1706,1
38,67018,448,24105,0
58,84127,784,24795,0
66,75965,617,37969,0
38,98152,810,24020,1
69,79198,586,48700,1
61,38288,687,44969,1
65,32225,442,32703,1
36,21752,702,44333,1
41,46313,466,11946,1
30,76734,679,39942,0
62,38774,509,28272,0
24,46365,343,14413,0
64,94918,764,30366,0
28,79531,828,33750,0
67,51972,630,35076,1
39,58984,607,2062,0
67,40907,370,30651,0
60,23370,589,20339,1
60,86795,520,49277,0
29,25826,810,6051,0
50,73227,840,49845,1
37,24695,785,1987,0
60,52864,475,30758,0
64,98301,691,12450,0
35,81930,391,13358,1
24,78663,607,1125,1
26,73653,637,49133,1
36,24043,357,18183,1
46,33586,360,13524,0
57,90675,723,21282,1
43,52630,572,23006,1
33,69736,525,21185,1
67,67530,636,35229,0
37,22897,826,17417,1
47,22030,658,21138,0
42,34362,638,15897,1
57,62636,637,6276,0
39,92135,788,31981,0
59,52879,676,8232,0
55,57238,568,31087,1
33,99162,453,48992,1
34,45420,307,22831,0
68,23078,581,45697,1
51,86919,697,38013,1
65,59489,545,3156,0
22,23970,433,16887,0
66,69513,526,36785,1
59,90614,333,18040,0
57,55579,595,11732,1
34,71974,774,18735,0
29,34006,439,37977,0
30,78631,684,1851,1
27,41279,584,14808,0
48,99477,508,48040,1
66,99160,381,49052,0
45,33715,732,31779,1
66,67480,699,43365,0
48,61500,654,5970,0
22,32607,663,19456,0
37,67328,594,35379,0
24,73664,721,20777,0
33,61763,305,13813,1
38,84266,779,6425,1
23,78141,814,30783,0
57,56152,526,15360,1
53,57472,580,18518,0
61,52393,639,13823,0
44,79356,706,32627,1
28,63800,741,8938,1
55,74879,691,24118,1
22,85475,734,19220,0
53,31254,400,6415,1
32,84634,547,8721,0
42,36102,597,12709,1
33,39029,714,33261,1
30,41813,404,29837,0
37,80978,358,1413,0
63,84739,509,35710,1
25,22053,394,44253,1
29,39898,643,4698,0
33,50617,350,48847,0
43,41384,800,32086,1
50,90657,439,40853,0
63,68373,401,18269,1
24,76791,419,9801,0
41,95342,607,9289,0
63,29519,772,22599,1
29,54016,746,43642,0
27,49897,375,23737,0
36,82584,451,33510,1
43,26384,790,2788,1
43,68898,704,28133,0
51,56441,551,39512,1
25,57917,674,6346,1
26,26608,640,44439,1
21,37778,418,46936,0
68,38089,452,30539,1
48,62132,823,40835,0
38,28791,373,35531,1
44,70648,456,13282,0
33,59474,520,42013,0
53,64077,473,23251,0
30,26771,537,14299,0
27,76858,820,21198,1
57,49278,843,24079,0
52,36238,795,13977,0
65,45010,440,26848,0
42,22658,480,36588,0
36,31891,397,16024,1
44,55091,609,42420,1
34,55663,679,47414,0
31,87067,671,9643,0
39,96894,712,14981,1
43,51623,759,37673,1
54,53549,476,11822,0
60,88087,769,16741,0
33,48062,668,16160,0
59,96051,785,34052,1
64,65381,543,29189,1
48,28704,426,40122,1
60,31410,411,25853,1
36,91974,741,3979,1
48,42902,570,32156,0
24,25786,613,46496,1
48,56919,706,28778,1
32,98735,536,27168,1
36,91629,461,13829,1
69,68353,680,3916,0
56,48691,760,5111,0
40,51902,612,12762,1
46,43118,580,31952,0
46,25016,440,30642,1
42,59277,353,46468,0
29,41327,838,34434,0
25,61684,819,33428,1
37,34202,783,8237,0
69,73949,801,23206,1
54,94035,470,27129,1
22,80353,675,12303,0
27,75864,376,48241,1
56,52054,482,5181,1
33,62804,304,6864,0
40,90744,536,45311,1
50,92978,798,31726,1
50,63628,318,9331,1
31,92581,364,19128,1
51,69015,621,47947,0
23,27624,535,12835,1
22,98720,588,34121,0
68,76215,535,39072,1
23,98085,721,20091,1
35,82639,690,16540,1
37,83891,304,32281,1
68,51973,436,47606,1
27,42091,696,25463,0
68,41826,347,18479,1
25,32982,363,1957,0
54,26420,840,47806,1
53,64770,829,47059,0
65,24031,318,20775,0
36,80068,475,12483,1
57,59128,812,22598,1
23,57607,517,15009,1
67,92887,790,38382,1
68,22100,607,3281,0
63,94977,754,46238,0
41,21737,323,23229,1
61,30110,582,26848,0
28,84259,670,46555,1
42,37776,418,37916,0
25,28439,548,25725,0
37,46507,361,3406,1
57,73168,699,16444,1
34,97836,439,49117,0
59,72584,517,10545,0
61,48960,309,5440,0
48,73678,388,39341,1
51,60552,815,14757,0
37,48560,773,27519,0
55,71233,552,10779,1
60,29539,682,23095,0
42,99398,322,46302,1
65,73888,661,30412,1
68,31815,684,38059,0
49,21854,686,46820,1
30,63904,539,46051,0
38,42434,614,17913,1
55,57845,506,15952,1
64,58108,534,33804,1
36,86141,573,22066,1
69,65666,448,24500,0
27,98907,580,37896,0
50,34976,459,30219,0
39,69283,369,38102,0
43,98216,639,19014,0
28,76223,540,24953,0
37,26157,462,18808,0
41,75730,382,13419,1
46,50870,759,25010,1
48,49016,460,22719,1
59,64227,539,5491,0
53,22676,785,13989,1
60,21215,502,2835,0
39,38861,723,39163,1
49,35860,496,11540,1
40,87800,341,19116,0
40,51740,513,4642,0
30,20969,552,39797,1
32,59396,316,31414,1
53,20600,415,17464,1
45,57223,503,16694,0
45,42325,450,21586,1
24,95060,545,25181,1
24,22716,357,30837,0
29,32708,806,29574,0
35,37165,540,8532,0
46,81152,391,44418,0
35,21434,697,21520,0
46,34852,691,10651,0
48,57106,345,18587,0
27,34965,454,17163,1
52,45592,369,36535,1
32,79563,810,1945,1
55,88238,581,48612,1
52,40375,725,6907,1
29,28651,329,43736,1
34,76684,561,14427,1
33,21977,622,44475,1
64,97005,382,29790,1
53,66828,766,8813,0
52,72916,515,9781,1
39,91613,334,23435,1
50,77020,304,26291,0
36,72727,305,21495,1
32,73801,546,8595,0
30,63435,392,36106,0
22,92150,614,15266,0
38,84353,734,3794,1
33,83811,489,2337,0
49,28446,843,32733,0
44,69202,732,13236,1
58,20799,525,22274,1
32,77443,535,32656,0
49,29939,839,2440,1
42,59410,498,7883,0
56,84402,720,19783,0
21,36620,840,9653,0
63,69623,446,20503,1
60,82861,411,27471,1
54,27181,407,41748,0
54,61098,830,45371,1
68,67178,734,10726,0
53,80206,767,39709,0
24,64055,672,5862,0
58,40885,570,4936,0
50,38096,488,5585,0
66,45526,811,29124,1
40,43094,414,12142,0
46,23796,306,7101,0
35,74571,766,13056,0
27,95864,647,47730,0
27,24110,375,6828,0
49,68445,333,7070,1
43,62843,818,4499,1
54,50897,737,29394,1
40,30508,750,27592,0
35,78472,652,27923,0
53,50366,439,22320,0
37,71538,613,47255,0
40,28583,766,8938,1
33,83628,508,47663,0
64,20168,381,20441,0
44,85055,696,1611,0
67,73117,395,17864,1
57,82058,618,41150,1
27,44556,688,12458,0
28,71879,385,6759,1
43,43933,670,26785,1
34,36159,371,14752,0
24,40861,351,46929,1
41,33556,763,14809,1
66,90256,395,43299,0
30,55280,560,48158,1
42,47837,635,31381,1
50,73741,313,45103,1
50,99370,770,8466,1
36,59446,580,47336,0
31,53049,518,40412,1
42,57694,371,22591,0
49,30820,355,22980,1
45,82297,509,10356,0
34,36005,592,20436,0
34,68609,689,11425,1
22,72364,708,36777,1
33,82974,703,36744,0
23,90168,480,48181,1
50,64944,417,8369,1
38,80776,636,19926,0
56,61895,523,11703,1
41,30534,616,41096,0
39,87224,635,47702,0
36,20816,784,5236,0
48,65935,575,47343,1
24,53445,558,18855,0
35,30446,592,39766,1
21,33815,462,28975,0
68,96042,803,48864,0
67,22446,810,16188,0
36,21720,827,31025,0
40,46479,667,40188,0
53,85759,303,24862,0
37,98488,572,31188,0
25,78656,490,33714,0
25,54076,397,13350,1
59,66265,835,39747,0
33,52967,557,18483,0
64,73258,693,11903,1
56,68625,848,2598,0
50,25074,613,48020,0
24,68130,729,30723,0
43,40377,553,16697,1
41,73085,824,35459,1
41,59701,463,7074,1
26,70749,629,24835,0
44,85081,804,10255,1
67,28471,648,49104,0
51,60358,835,38195,0
39,23019,480,15166,1
58,38748,838,26501,0
32,48975,756,6463,0
34,96524,373,29521,1
32,57594,439,21563,0
35,23249,302,21754,1
39,81929,564,14187,1
48,49108,722,9217,1
60,41541,841,18586,1
61,64661,713,40185,0
25,39423,619,44488,1
25,78851,699,9147,0
26,47744,419,40082,0
43,85552,719,15119,0
23,27083,585,14334,1
57,57843,345,4402,1
53,49118,656,12066,0
63,65334,379,31085,1
41,96441,703,36141,1
40,65661,761,39122,0
21,85455,408,28620,0
59,75324,520,22962,1
67,78377,537,20799,1
37,62771,766,39378,0
49,84289,508,8433,1
28,65156,489,11218,0
46,26230,425,21114,0
48,52649,771,31871,0
54,61429,382,47196,0
46,84127,342,16207,1
33,56045,591,19134,0
64,87160,444,23116,1
57,92785,481,6615,0
33,45811,444,9366,0
58,79227,459,30814,0
45,60071,606,36901,0
67,60708,671,45876,1
43,95732,742,35983,1
42,78131,843,38901,0
41,88011,713,1700,0
50,55535,719,22194,0
31,83801,561,5863,1
24,62387,304,33429,1
53,69394,611,35825,0
67,57848,839,28368,0
32,64998,358,19781,1
29,74616,598,35742,0
52,52355,349,48921,0
31,48489,849,8915,0
57,66503,700,4663,1
44,28207,582,17228,0
27,57379,464,7778,0
28,75561,562,4213,0
53,26703,593,33541,1
45,39166,508,2539,1
21,76011,606,3946,1
23,26163,663,44831,1
60,70975,402,18045,0
48,90459,791,6187,1
63,60970,698,10464,1
53,94006,651,29035,0
66,32620,536,8237,1
21,25520,391,19853,1
58,80135,447,16344,1
47,74221,328,30464,1
58,93759,315,36258,0
55,99863,700,44393,0
30,80469,505,11809,1
32,45312,317,45349,1
30,84106,476,2760,1
54,80376,740,21900,1
44,56376,830,20425,1
48,98733,369,6710,1
42,65100,821,23804,0
65,55445,556,39608,0
36,85829,556,16230,1
33,70723,529,48798,1
56,80392,517,34917,0
56,32454,463,32227,0
63,68321,691,49495,0
43,45723,352,8239,1
34,57945,774,13358,1
52,86415,303,31912,1
23,69210,496,9706,1
47,63457,374,44509,0
39,69368,504,45987,0
42,58468,845,10765,1
21,27649,652,4809,0
25,65572,825,36102,0
69,26384,631,35119,1
53,41340,502,41050,1
39,69885,537,17408,1
56,42334,701,40707,0
26,91107,688,30174,0
35,59842,366,1472,1
56,30694,449,46308,0
53,98367,433,49499,1
44,71573,710,9448,1
47,44949,512,20791,1
69,59872,848,48036,0
31,75935,800,30546,0
69,36495,525,10263,0
43,96268,682,24407,1
53,41677,847,19061,1
61,31460,488,42129,0
66,77511,517,21720,0
67,96881,679,9822,1
49,52837,475,12030,1
51,58724,510,49475,0
21,34761,642,4836,0
54,95153,787,31634,1
38,88108,646,32934,0
38,71411,622,5042,0
26,29923,793,13949,0
60,54129,786,16693,0
21,77676,376,20894,1
67,46828,302,38904,0
62,50182,837,12574,0
50,72412,752,13088,0
24,21957,302,35231,1
52,66009,538,23438,1
30,83193,543,28963,1
63,77803,726,5253,0
25,45793,841,10500,0
29,74137,642,11854,0
25,75931,701,3938,0
31,98867,816,19417,0
55,55657,556,12603,1
47,42343,363,48488,1
24,67783,441,39370,1
30,66637,596,6012,0
59,59907,372,46026,1
53,21758,714,34615,0
58,83566,421,27380,0
28,51913,614,42933,1
69,84270,749,13297,1
44,53239,493,28020,1
59,84610,825,17735,0
53,73569,698,25797,0
61,96088,580,29869,0
63,60584,757,46516,1
39,70296,647,42080,0
22,36482,819,1190,0
31,86029,677,24505,1
55,22157,739,30521,0
37,98663,800,11651,0
62,61465,383,14488,1
23,76064,341,10861,1
42,98033,568,47223,1
55,83221,830,31104,0
41,94088,333,39411,1
45,44491,773,24721,1
59,74818,473,38787,1
22,62971,672,48388,0
21,55125,805,29469,1
27,66831,484,10562,1
40,21969,499,14260,1
63,63307,432,49725,1
26,32628,342,23291,0
56,22601,403,38887,0
41,35639,316,31458,0
66,45312,388,20744,1
55,79780,789,33995,0
56,78552,460,27091,1
28,82786,355,1115,0
24,79402,493,25970,1
63,90794,764,40256,0
36,55833,368,32008,0
23,81093,319,28177,0
27,93402,503,15190,1
22,60021,596,44859,0
21,50595,486,44233,0
21,73478,349,19421,0
58,25570,501,4953,0
27,71189,722,14262,1
44,38569,457,24008,0
25,45572,464,47734,1
41,27505,602,23604,1
